Navn;Stasjon;Tid(norsk normaltid);Nedbør (mnd)
Jordalen - Nåsen;SN53160;01.2003;286,3
Jordalen - Nåsen;SN53160;02.2003;56,2
Jordalen - Nåsen;SN53160;03.2003;90,3
Jordalen - Nåsen;SN53160;04.2003;36,7
Jordalen - Nåsen;SN53160;05.2003;120,8
Jordalen - Nåsen;SN53160;06.2003;97,5
Jordalen - Nåsen;SN53160;07.2003;104,6
Jordalen - Nåsen;SN53160;08.2003;133,9
Jordalen - Nåsen;SN53160;09.2003;319,4
Jordalen - Nåsen;SN53160;10.2003;114,2
Jordalen - Nåsen;SN53160;11.2003;70,5
Jordalen - Nåsen;SN53160;12.2003;321,9
Jordalen - Nåsen;SN53160;01.2004;136,2
Jordalen - Nåsen;SN53160;02.2004;172,8
Jordalen - Nåsen;SN53160;03.2004;97,4
Jordalen - Nåsen;SN53160;04.2004;78,9
Jordalen - Nåsen;SN53160;05.2004;117,8
Jordalen - Nåsen;SN53160;06.2004;102,9
Jordalen - Nåsen;SN53160;07.2004;89,7
Jordalen - Nåsen;SN53160;08.2004;111,3
Jordalen - Nåsen;SN53160;09.2004;257,2
Jordalen - Nåsen;SN53160;10.2004;64,6
Jordalen - Nåsen;SN53160;11.2004;263,5
Jordalen - Nåsen;SN53160;12.2004;387,7
Jordalen - Nåsen;SN53160;01.2005;541,2
Jordalen - Nåsen;SN53160;02.2005;151,5
Jordalen - Nåsen;SN53160;03.2005;75,3
Jordalen - Nåsen;SN53160;04.2005;134,4
Jordalen - Nåsen;SN53160;05.2005;123,7
Jordalen - Nåsen;SN53160;06.2005;63
Jordalen - Nåsen;SN53160;07.2005;79,3
Jordalen - Nåsen;SN53160;08.2005;163,9
Jordalen - Nåsen;SN53160;09.2005;300,3
Jordalen - Nåsen;SN53160;10.2005;168,8
Jordalen - Nåsen;SN53160;11.2005;374,4
Jordalen - Nåsen;SN53160;12.2005;125,3
Jordalen - Nåsen;SN53160;01.2006;128,7
Jordalen - Nåsen;SN53160;02.2006;55,1
Jordalen - Nåsen;SN53160;03.2006;26,1
Jordalen - Nåsen;SN53160;04.2006;161,4
Jordalen - Nåsen;SN53160;05.2006;40,6
Jordalen - Nåsen;SN53160;06.2006;100,6
Jordalen - Nåsen;SN53160;07.2006;124,7
Jordalen - Nåsen;SN53160;08.2006;69,3
Jordalen - Nåsen;SN53160;09.2006;186,9
Jordalen - Nåsen;SN53160;10.2006;171,9
Jordalen - Nåsen;SN53160;11.2006;424,4
Jordalen - Nåsen;SN53160;12.2006;422,3
Jordalen - Nåsen;SN53160;01.2007;372,3
Jordalen - Nåsen;SN53160;02.2007;117
Jordalen - Nåsen;SN53160;03.2007;221
Jordalen - Nåsen;SN53160;04.2007;119,3
Jordalen - Nåsen;SN53160;05.2007;188
Jordalen - Nåsen;SN53160;06.2007;20,4
Jordalen - Nåsen;SN53160;07.2007;121,8
Jordalen - Nåsen;SN53160;08.2007;183,5
Jordalen - Nåsen;SN53160;09.2007;287,8
Jordalen - Nåsen;SN53160;10.2007;221,2
Jordalen - Nåsen;SN53160;11.2007;207,6
Jordalen - Nåsen;SN53160;12.2007;242,8
Jordalen - Nåsen;SN53160;01.2008;331
Jordalen - Nåsen;SN53160;02.2008;307,9
Jordalen - Nåsen;SN53160;03.2008;135,8
Jordalen - Nåsen;SN53160;04.2008;69,2
Jordalen - Nåsen;SN53160;05.2008;22
Jordalen - Nåsen;SN53160;06.2008;106,8
Jordalen - Nåsen;SN53160;07.2008;144,9
Jordalen - Nåsen;SN53160;08.2008;111,9
Jordalen - Nåsen;SN53160;09.2008;88,5
Jordalen - Nåsen;SN53160;10.2008;469,6
Jordalen - Nåsen;SN53160;11.2008;210
Jordalen - Nåsen;SN53160;12.2008;162,7
Jordalen - Nåsen;SN53160;01.2009;228
Jordalen - Nåsen;SN53160;02.2009;105,6
Jordalen - Nåsen;SN53160;03.2009;144,4
Jordalen - Nåsen;SN53160;04.2009;59,3
Jordalen - Nåsen;SN53160;05.2009;137,8
Jordalen - Nåsen;SN53160;06.2009;41,9
Jordalen - Nåsen;SN53160;07.2009;105,1
Jordalen - Nåsen;SN53160;08.2009;190
Jordalen - Nåsen;SN53160;09.2009;381,2
Jordalen - Nåsen;SN53160;10.2009;92,7
Jordalen - Nåsen;SN53160;11.2009;234,2
Jordalen - Nåsen;SN53160;12.2009;55,7
Jordalen - Nåsen;SN53160;01.2010;34,5
Jordalen - Nåsen;SN53160;02.2010;22
Jordalen - Nåsen;SN53160;03.2010;147,6
Jordalen - Nåsen;SN53160;04.2010;109,5
Jordalen - Nåsen;SN53160;05.2010;31
Jordalen - Nåsen;SN53160;06.2010;74,7
Jordalen - Nåsen;SN53160;07.2010;176,6
Jordalen - Nåsen;SN53160;08.2010;117,5
Jordalen - Nåsen;SN53160;09.2010;151,4
Jordalen - Nåsen;SN53160;10.2010;199,5
Jordalen - Nåsen;SN53160;11.2010;105
Jordalen - Nåsen;SN53160;12.2010;67,4
Jordalen - Nåsen;SN53160;01.2011;209,8
Jordalen - Nåsen;SN53160;02.2011;192,3
Jordalen - Nåsen;SN53160;03.2011;240,3
Jordalen - Nåsen;SN53160;04.2011;145,8
Jordalen - Nåsen;SN53160;05.2011;216,4
Jordalen - Nåsen;SN53160;06.2011;206,7
Jordalen - Nåsen;SN53160;07.2011;173,3
Jordalen - Nåsen;SN53160;08.2011;107,9
Jordalen - Nåsen;SN53160;09.2011;291,7
Jordalen - Nåsen;SN53160;10.2011;323,3
Jordalen - Nåsen;SN53160;11.2011;323,7
Jordalen - Nåsen;SN53160;12.2011;467,7
Jordalen - Nåsen;SN53160;01.2012;292,8
Jordalen - Nåsen;SN53160;02.2012;351,5
Jordalen - Nåsen;SN53160;03.2012;195,8
Jordalen - Nåsen;SN53160;04.2012;83,8
Jordalen - Nåsen;SN53160;05.2012;71
Jordalen - Nåsen;SN53160;06.2012;53,5
Jordalen - Nåsen;SN53160;07.2012;167,4
Jordalen - Nåsen;SN53160;08.2012;125
Jordalen - Nåsen;SN53160;09.2012;319,6
Jordalen - Nåsen;SN53160;10.2012;143,9
Jordalen - Nåsen;SN53160;11.2012;268,8
Jordalen - Nåsen;SN53160;12.2012;148,1
Jordalen - Nåsen;SN53160;01.2013;210,5
Jordalen - Nåsen;SN53160;02.2013;65,6
Jordalen - Nåsen;SN53160;03.2013;21,5
Jordalen - Nåsen;SN53160;04.2013;205,1
Jordalen - Nåsen;SN53160;05.2013;149,6
Jordalen - Nåsen;SN53160;06.2013;120,9
Jordalen - Nåsen;SN53160;07.2013;102,1
Jordalen - Nåsen;SN53160;08.2013;157,7
Jordalen - Nåsen;SN53160;09.2013;83,8
Jordalen - Nåsen;SN53160;10.2013;276,7
Jordalen - Nåsen;SN53160;11.2013;303,8
Jordalen - Nåsen;SN53160;12.2013;440,4
Jordalen - Nåsen;SN53160;01.2014;78,1
Jordalen - Nåsen;SN53160;02.2014;141,4
Jordalen - Nåsen;SN53160;03.2014;345,2
Jordalen - Nåsen;SN53160;04.2014;102,6
Jordalen - Nåsen;SN53160;05.2014;69,3
Jordalen - Nåsen;SN53160;06.2014;54
Jordalen - Nåsen;SN53160;07.2014;132,1
Jordalen - Nåsen;SN53160;08.2014;106,1
Jordalen - Nåsen;SN53160;09.2014;120,8
Jordalen - Nåsen;SN53160;10.2014;526,1
Jordalen - Nåsen;SN53160;11.2014;141,5
Jordalen - Nåsen;SN53160;12.2014;474,9
Jordalen - Nåsen;SN53160;01.2015;515
Jordalen - Nåsen;SN53160;02.2015;169,3
Jordalen - Nåsen;SN53160;03.2015;273
Jordalen - Nåsen;SN53160;04.2015;123,8
Jordalen - Nåsen;SN53160;05.2015;143,4
Jordalen - Nåsen;SN53160;06.2015;94
Jordalen - Nåsen;SN53160;07.2015;101,2
Jordalen - Nåsen;SN53160;08.2015;146,5
Jordalen - Nåsen;SN53160;09.2015;67,6
Jordalen - Nåsen;SN53160;10.2015;118,9
Jordalen - Nåsen;SN53160;11.2015;441,8
Jordalen - Nåsen;SN53160;12.2015;627
Jordalen - Nåsen;SN53160;01.2016;199,7
Jordalen - Nåsen;SN53160;02.2016;211,5
Jordalen - Nåsen;SN53160;03.2016;50,8
Jordalen - Nåsen;SN53160;04.2016;80,5
Jordalen - Nåsen;SN53160;05.2016;80,7
Jordalen - Nåsen;SN53160;06.2016;80,1
Jordalen - Nåsen;SN53160;07.2016;205,7
Jordalen - Nåsen;SN53160;08.2016;184
Jordalen - Nåsen;SN53160;09.2016;253,4
Jordalen - Nåsen;SN53160;10.2016;137,8
Jordalen - Nåsen;SN53160;11.2016;170,4
Jordalen - Nåsen;SN53160;12.2016;410,2
Jordalen - Nåsen;SN53160;01.2017;185
Jordalen - Nåsen;SN53160;02.2017;138,3
Jordalen - Nåsen;SN53160;03.2017;207
Jordalen - Nåsen;SN53160;04.2017;125,7
Jordalen - Nåsen;SN53160;05.2017;64
Jordalen - Nåsen;SN53160;06.2017;150,1
Jordalen - Nåsen;SN53160;07.2017;120
Jordalen - Nåsen;SN53160;08.2017;142,6
Jordalen - Nåsen;SN53160;09.2017;119,1
Jordalen - Nåsen;SN53160;10.2017;297
Jordalen - Nåsen;SN53160;11.2017;344,2
Jordalen - Nåsen;SN53160;12.2017;288,4
Jordalen - Nåsen;SN53160;01.2018;190,4
Jordalen - Nåsen;SN53160;02.2018;82,7
Jordalen - Nåsen;SN53160;03.2018;37,2
Jordalen - Nåsen;SN53160;04.2018;85
Jordalen - Nåsen;SN53160;05.2018;37,1
Jordalen - Nåsen;SN53160;06.2018;146,6
Jordalen - Nåsen;SN53160;07.2018;46,5
Jordalen - Nåsen;SN53160;08.2018;275
Jordalen - Nåsen;SN53160;09.2018;500,9
Jordalen - Nåsen;SN53160;10.2018;453,4
Jordalen - Nåsen;SN53160;11.2018;65,2
Jordalen - Nåsen;SN53160;12.2018;99,7
Jordalen - Nåsen;SN53160;01.2019;137
Jordalen - Nåsen;SN53160;02.2019;113,6
Jordalen - Nåsen;SN53160;03.2019;235,4
Jordalen - Nåsen;SN53160;04.2019;2,4
Jordalen - Nåsen;SN53160;05.2019;78,7
Jordalen - Nåsen;SN53160;06.2019;170,7
Jordalen - Nåsen;SN53160;07.2019;130,8
Jordalen - Nåsen;SN53160;08.2019;294,8
Jordalen - Nåsen;SN53160;09.2019;246
Jordalen - Nåsen;SN53160;10.2019;100,3
Jordalen - Nåsen;SN53160;11.2019;18,6
Jordalen - Nåsen;SN53160;12.2019;346
Jordalen - Nåsen;SN53160;01.2020;438,7
Jordalen - Nåsen;SN53160;02.2020;409,5
Jordalen - Nåsen;SN53160;03.2020;256,1
Jordalen - Nåsen;SN53160;04.2020;105
Jordalen - Nåsen;SN53160;05.2020;65
Jordalen - Nåsen;SN53160;06.2020;26,5
Jordalen - Nåsen;SN53160;07.2020;140,3
Jordalen - Nåsen;SN53160;08.2020;74,8
Jordalen - Nåsen;SN53160;09.2020;295,7
Jordalen - Nåsen;SN53160;10.2020;132,4
Tynset - Hansmoen;SN9580;08.2002;24,3
Tynset - Hansmoen;SN9580;09.2002;24,9
Tynset - Hansmoen;SN9580;10.2002;30,1
Tynset - Hansmoen;SN9580;11.2002;11,6
Tynset - Hansmoen;SN9580;12.2002;6,4
Tynset - Hansmoen;SN9580;01.2003;28,6
Tynset - Hansmoen;SN9580;02.2003;4,5
Tynset - Hansmoen;SN9580;03.2003;1
Tynset - Hansmoen;SN9580;02.2004;18,4
Tynset - Hansmoen;SN9580;05.2005;34
Tynset - Hansmoen;SN9580;06.2005;53,9
Tynset - Hansmoen;SN9580;07.2005;46,8
Tynset - Hansmoen;SN9580;08.2005;94,6
Tynset - Hansmoen;SN9580;09.2005;18,2
Tynset - Hansmoen;SN9580;10.2005;15,9
Tynset - Hansmoen;SN9580;11.2005;24,6
Tynset - Hansmoen;SN9580;12.2005;26,6
Tynset - Hansmoen;SN9580;01.2006;18
Tynset - Hansmoen;SN9580;02.2006;34,4
Tynset - Hansmoen;SN9580;03.2006;19,4
Tynset - Hansmoen;SN9580;04.2006;20,9
Tynset - Hansmoen;SN9580;05.2006;59,3
Tynset - Hansmoen;SN9580;06.2006;15
Tynset - Hansmoen;SN9580;07.2006;45,5
Tynset - Hansmoen;SN9580;08.2006;89,9
Tynset - Hansmoen;SN9580;09.2006;38,3
Tynset - Hansmoen;SN9580;10.2006;66,3
Tynset - Hansmoen;SN9580;11.2006;27,2
Tynset - Hansmoen;SN9580;12.2006;17,8
Tynset - Hansmoen;SN9580;01.2007;58,4
Tynset - Hansmoen;SN9580;02.2007;31,3
Tynset - Hansmoen;SN9580;03.2007;19,3
Tynset - Hansmoen;SN9580;04.2007;8,9
Tynset - Hansmoen;SN9580;05.2007;39,7
Tynset - Hansmoen;SN9580;06.2007;34,5
Tynset - Hansmoen;SN9580;07.2007;82,2
Tynset - Hansmoen;SN9580;08.2007;43,6
Tynset - Hansmoen;SN9580;09.2007;28,7
Tynset - Hansmoen;SN9580;10.2007;23,2
Tynset - Hansmoen;SN9580;11.2007;44,8
Tynset - Hansmoen;SN9580;12.2007;30,5
Tynset - Hansmoen;SN9580;01.2008;36,3
Tynset - Hansmoen;SN9580;02.2008;19,6
Tynset - Hansmoen;SN9580;03.2008;24,6
Tynset - Hansmoen;SN9580;04.2008;16,6
Tynset - Hansmoen;SN9580;05.2008;52,5
Tynset - Hansmoen;SN9580;06.2008;27,3
Tynset - Hansmoen;SN9580;07.2008;44,1
Tynset - Hansmoen;SN9580;08.2008;50,9
Tynset - Hansmoen;SN9580;09.2008;16,5
Tynset - Hansmoen;SN9580;10.2008;44,8
Tynset - Hansmoen;SN9580;11.2008;58,8
Tynset - Hansmoen;SN9580;12.2008;16,5
Tynset - Hansmoen;SN9580;01.2009;21,1
Tynset - Hansmoen;SN9580;02.2009;35,3
Tynset - Hansmoen;SN9580;03.2009;20,9
Tynset - Hansmoen;SN9580;04.2009;18,1
Tynset - Hansmoen;SN9580;05.2009;38,8
Tynset - Hansmoen;SN9580;06.2009;31,2
Tynset - Hansmoen;SN9580;07.2009;109
Tynset - Hansmoen;SN9580;08.2009;56
Tynset - Hansmoen;SN9580;09.2009;30,8
Tynset - Hansmoen;SN9580;10.2009;17,3
Tynset - Hansmoen;SN9580;11.2009;41,1
Tynset - Hansmoen;SN9580;12.2009;27,2
Tynset - Hansmoen;SN9580;01.2010;15,4
Tynset - Hansmoen;SN9580;02.2010;15,3
Tynset - Hansmoen;SN9580;03.2010;27,2
Tynset - Hansmoen;SN9580;04.2010;22,3
Tynset - Hansmoen;SN9580;05.2010;21,2
Tynset - Hansmoen;SN9580;06.2010;81,3
Tynset - Hansmoen;SN9580;07.2010;84
Tynset - Hansmoen;SN9580;08.2010;41
Tynset - Hansmoen;SN9580;09.2010;82,2
Tynset - Hansmoen;SN9580;10.2010;11,4
Tynset - Hansmoen;SN9580;11.2010;6,1
Tynset - Hansmoen;SN9580;12.2010;28,7
Tynset - Hansmoen;SN9580;01.2011;21,6
Tynset - Hansmoen;SN9580;02.2011;24,4
Tynset - Hansmoen;SN9580;03.2011;17,4
Tynset - Hansmoen;SN9580;04.2011;18,8
Tynset - Hansmoen;SN9580;05.2011;30,1
Tynset - Hansmoen;SN9580;06.2011;80,3
Tynset - Hansmoen;SN9580;07.2011;118,9
Tynset - Hansmoen;SN9580;08.2011;132,4
Tynset - Hansmoen;SN9580;09.2011;42,3
Tynset - Hansmoen;SN9580;10.2011;23,3
Tynset - Hansmoen;SN9580;11.2011;19,5
Tynset - Hansmoen;SN9580;12.2011;31,6
Tynset - Hansmoen;SN9580;01.2012;39,3
Tynset - Hansmoen;SN9580;02.2012;12,4
Tynset - Hansmoen;SN9580;03.2012;14,8
Tynset - Hansmoen;SN9580;04.2012;36,5
Tynset - Hansmoen;SN9580;05.2012;31,4
Tynset - Hansmoen;SN9580;06.2012;71,9
Tynset - Hansmoen;SN9580;07.2012;99,5
Tynset - Hansmoen;SN9580;08.2012;92,1
Tynset - Hansmoen;SN9580;09.2012;34,2
Tynset - Hansmoen;SN9580;10.2012;38
Tynset - Hansmoen;SN9580;11.2012;20
Tynset - Hansmoen;SN9580;12.2012;12,9
Tynset - Hansmoen;SN9580;01.2013;21,7
Tynset - Hansmoen;SN9580;02.2013;28,6
Tynset - Hansmoen;SN9580;03.2013;16
Tynset - Hansmoen;SN9580;04.2013;4,9
Tynset - Hansmoen;SN9580;05.2013;76,6
Tynset - Hansmoen;SN9580;06.2013;107,7
Tynset - Hansmoen;SN9580;07.2013;15,4
Tynset - Hansmoen;SN9580;08.2013;95,8
Tynset - Hansmoen;SN9580;09.2013;15,6
Tynset - Hansmoen;SN9580;10.2013;42
Tynset - Hansmoen;SN9580;11.2013;16,3
Tynset - Hansmoen;SN9580;12.2013;32,2
Tynset - Hansmoen;SN9580;01.2014;22,3
Tynset - Hansmoen;SN9580;02.2014;12,7
Tynset - Hansmoen;SN9580;03.2014;12,9
Tynset - Hansmoen;SN9580;04.2014;12
Tynset - Hansmoen;SN9580;05.2014;54,6
Tynset - Hansmoen;SN9580;06.2014;36
Tynset - Hansmoen;SN9580;07.2014;59,6
Tynset - Hansmoen;SN9580;08.2014;98,1
Tynset - Hansmoen;SN9580;09.2014;11,8
Tynset - Hansmoen;SN9580;10.2014;40,7
Tynset - Hansmoen;SN9580;11.2014;20,6
Tynset - Hansmoen;SN9580;12.2014;26,8
Tynset - Hansmoen;SN9580;01.2015;29
Tynset - Hansmoen;SN9580;02.2015;36,1
Tynset - Hansmoen;SN9580;03.2015;31,4
Tynset - Hansmoen;SN9580;04.2015;17,8
Tynset - Hansmoen;SN9580;05.2015;67
Tynset - Hansmoen;SN9580;06.2015;50,9
Tynset - Hansmoen;SN9580;07.2015;82,4
Tynset - Hansmoen;SN9580;08.2015;38,5
Tynset - Hansmoen;SN9580;09.2015;40,7
Tynset - Hansmoen;SN9580;10.2015;5,7
Tynset - Hansmoen;SN9580;11.2015;10,4
Tynset - Hansmoen;SN9580;12.2015;26
Tynset - Hansmoen;SN9580;01.2016;26,5
Tynset - Hansmoen;SN9580;02.2016;19,1
Tynset - Hansmoen;SN9580;03.2016;27,6
Tynset - Hansmoen;SN9580;04.2016;21,1
Tynset - Hansmoen;SN9580;05.2016;39,1
Tynset - Hansmoen;SN9580;06.2016;27,1
Tynset - Hansmoen;SN9580;07.2016;108,1
Tynset - Hansmoen;SN9580;08.2016;63,1
Tynset - Hansmoen;SN9580;09.2016;56,2
Tynset - Hansmoen;SN9580;10.2016;2,1
Tynset - Hansmoen;SN9580;11.2016;71,8
Tynset - Hansmoen;SN9580;12.2016;48,8
Tynset - Hansmoen;SN9580;01.2017;21,6
Tynset - Hansmoen;SN9580;02.2017;19,6
Tynset - Hansmoen;SN9580;03.2017;10,9
Tynset - Hansmoen;SN9580;04.2017;24,4
Tynset - Hansmoen;SN9580;05.2017;41
Tynset - Hansmoen;SN9580;06.2017;75
Tynset - Hansmoen;SN9580;07.2017;81,5
Tynset - Hansmoen;SN9580;08.2017;70,1
Tynset - Hansmoen;SN9580;09.2017;30,5
Tynset - Hansmoen;SN9580;10.2017;64,1
Tynset - Hansmoen;SN9580;11.2017;40
Tynset - Hansmoen;SN9580;12.2017;33,7
Tynset - Hansmoen;SN9580;01.2018;47,3
Tynset - Hansmoen;SN9580;02.2018;29,4
Tynset - Hansmoen;SN9580;03.2018;23,9
Tynset - Hansmoen;SN9580;04.2018;17,8
Tynset - Hansmoen;SN9580;05.2018;17,9
Tynset - Hansmoen;SN9580;06.2018;29,7
Tynset - Hansmoen;SN9580;07.2018;47,1
Tynset - Hansmoen;SN9580;08.2018;114,7
Tynset - Hansmoen;SN9580;09.2018;43,4
Tynset - Hansmoen;SN9580;10.2018;32,8
Tynset - Hansmoen;SN9580;11.2018;27,3
Tynset - Hansmoen;SN9580;12.2018;57,5
Tynset - Hansmoen;SN9580;01.2019;82,8
Tynset - Hansmoen;SN9580;02.2019;38,9
Tynset - Hansmoen;SN9580;03.2019;26,7
Tynset - Hansmoen;SN9580;04.2019;0,5
Tynset - Hansmoen;SN9580;05.2019;51,1
Tynset - Hansmoen;SN9580;06.2019;64,8
Tynset - Hansmoen;SN9580;07.2019;29,3
Tynset - Hansmoen;SN9580;08.2019;50,7
Tynset - Hansmoen;SN9580;09.2019;38,9
Tynset - Hansmoen;SN9580;10.2019;44,7
Tynset - Hansmoen;SN9580;11.2019;44,6
Tynset - Hansmoen;SN9580;12.2019;30,7
Tynset - Hansmoen;SN9580;01.2020;13,3
Tynset - Hansmoen;SN9580;02.2020;13
Tynset - Hansmoen;SN9580;03.2020;16,7
Tynset - Hansmoen;SN9580;04.2020;9,1
Tynset - Hansmoen;SN9580;05.2020;10,4
Tynset - Hansmoen;SN9580;06.2020;47,5
Tynset - Hansmoen;SN9580;07.2020;54,8
Tynset - Hansmoen;SN9580;08.2020;44,2
Tynset - Hansmoen;SN9580;09.2020;38,7
Tynset - Hansmoen;SN9580;10.2020;30,6
Data er gyldig per 19.11.2020 (CC BY 4.0), Meteorologisk institutt (MET);;;
